name,publisher,issn,h_index,keywords,subject_area,open_access,apc_usd,openalex_id,works_count,is_oa,is_in_doaj
Archives of Shanxi,Archives of Shanxi,,2,"digital and traditional archives management,chinese history and philosophy,medical research and treatments,educational reforms and innovations,regional development and environment",Digital and Traditional Archives Management,false,0,https://openalex.org/S2764634825,841,false,false
光学,光学,,1,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,photonic and optical devices,advanced optical imaging technologies",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306543706,841,false,false
Revista Tecnica De La Facultad De Ingenieria Universidad Del Zulia,University of Zulia,0254-0770,9,"advanced algorithms and applications,e-commerce and technology innovations,wireless sensor networks and iot,business, innovation, and economy,advanced sensor and control systems",Advanced Algorithms and Applications,true,0,https://openalex.org/S997202892,840,true,true
Brain Tumor Pathology,Springer Science+Business Media,1433-7398,54,"glioma diagnosis and treatment,meningioma and schwannoma management,neurofibromatosis and schwannoma cases,neuroblastoma research and treatments,brain metastases and treatment",Glioma Diagnosis and Treatment,false,3060,https://openalex.org/S135911516,839,false,false
IRE Transactions on Circuit Theory,Institute of Electrical and Electronics Engineers,0096-2007,45,"analog and mixed-signal circuit design,sensor technology and measurement systems,low-power high-performance vlsi design,matrix theory and algorithms,semiconductor lasers and optical devices",Analog and Mixed-Signal Circuit Design,false,0,https://openalex.org/S4210192515,839,false,false
ascl,ascl,,14,"astronomy and astrophysical research,astronomical observations and instrumentation,stellar, planetary, and galactic studies,computational physics and python applications,distributed and parallel computing systems",Astronomy and Astrophysical Research,false,0,https://openalex.org/S4306503269,839,false,false
International Journal of Science Architecture Technology and Environment,International Journal of Science Architecture Technology and Environment,3048-8222,2,"diverse scientific research studies,innovations and analysis in business and education,technology adoption and user behaviour,internet of things and ai,pharmacology and nanomedicine research",Diverse Scientific Research Studies,false,0,https://openalex.org/S5407047143,839,false,false
Games and Culture,SAGE Publishing,1555-4120,80,"digital games and media,educational games and gamification,impact of technology on adolescents,cinema and media studies,artificial intelligence in games",Digital Games and Media,false,0,https://openalex.org/S186921036,837,false,false
地矿测绘,地矿测绘,2630-4732,7,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,regional development and environment,educational reforms and innovations",Legal and Regulatory Analysis,true,0,https://openalex.org/S4210217282,837,true,false
Information Technologies in Education,Kherson State University,1998-6939,10,"innovative educational technologies,educational innovations and challenges,foreign language teaching methods,enterprise management and information systems,educational methods and teacher development",Innovative Educational Technologies,true,0,https://openalex.org/S4210230065,837,true,true
대한전자공학회 ISOCC,대한전자공학회 ISOCC,,10,"analog and mixed-signal circuit design,advancements in pll and vco technologies,vlsi and analog circuit testing,embedded systems design techniques,radio frequency integrated circuit design",Analog and Mixed-Signal Circuit Design,false,0,https://openalex.org/S4306514487,837,false,false
理科考试研究：初中版,理科考试研究：初中版,,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,meromorphic and entire functions,analytic number theory research",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306554920,836,false,false
Behaviormetrika,Springer Science+Business Media,0385-7417,34,"advanced statistical methods and models,statistical methods and bayesian inference,statistical methods and inference,psychometric methodologies and testing,advanced statistical modeling techniques",Advanced Statistical Methods and Models,false,2390,https://openalex.org/S143413576,834,false,false
Asian Journal of Research in Computer Science,Asian Journal of Research in Computer Science,2581-8260,32,"network security and intrusion detection,advanced malware detection techniques,information and cyber security,blockchain technology applications and security,big data and business intelligence",Network Security and Intrusion Detection,true,0,https://openalex.org/S4210198433,834,true,false
Archiving Conference,Archiving Conference,2161-8798,12,"digital and traditional archives management,3d surveying and cultural heritage,research data management practices,conservation techniques and studies,image processing and 3d reconstruction",Digital and Traditional Archives Management,true,0,https://openalex.org/S4210214950,834,true,false
European Heart Journal - Digital Health,Oxford University Press,2634-3916,33,"ecg monitoring and analysis,atrial fibrillation management and outcomes,cardiac imaging and diagnostics,cardiovascular function and risk factors,heart failure treatment and management",ECG Monitoring and Analysis,true,2461,https://openalex.org/S4210220198,833,true,true
安徽医药,安徽医药,,1,"legal and regulatory analysis,military technology and strategies,linguistic, cultural, and literary studies,medical research and treatments,cancer mechanisms and therapy",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306547420,833,false,false
科学养生,科学养生,,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,wound healing and treatments,diagnosis and treatment of venous diseases",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306556240,833,false,false
Current Proteomics,Bentham Science Publishers,1570-1646,29,"advanced proteomics techniques and applications,machine learning in bioinformatics,metabolomics and mass spectrometry studies,computational drug discovery methods,genetics, bioinformatics, and biomedical research",Advanced Proteomics Techniques and Applications,false,0,https://openalex.org/S180224076,832,false,false
IET Optoelectronics,Institution of Engineering and Technology,1751-8768,41,"photonic and optical devices,optical network technologies,semiconductor lasers and optical devices,advanced photonic communication systems,optical wireless communication technologies",Photonic and Optical Devices,true,2000,https://openalex.org/S22312033,832,true,true
Biomedical Research - India,Medknow,0970-938X,22,"cancer-related molecular mechanisms research,retinal imaging and analysis,liver disease diagnosis and treatment,brain tumor detection and classification,ai in cancer detection",Cancer-related molecular mechanisms research,false,0,https://openalex.org/S4210176780,832,false,false
Annual Review of Materials Science,Annual Reviews,0084-6600,129,"additive manufacturing and 3d printing technologies,additive manufacturing materials and processes,electron and x-ray spectroscopy techniques,solidification and crystal growth phenomena,machine learning in materials science",Additive Manufacturing and 3D Printing Technologies,false,0,https://openalex.org/S78690241,832,false,false
ITE Technical Report,ITE Technical Report,,5,"ccd and cmos imaging sensors,telecommunications and broadcasting technologies,multimedia communication and technology,legal and regulatory analysis,linguistic, cultural, and literary studies",CCD and CMOS Imaging Sensors,false,0,https://openalex.org/S4306514633,831,false,false
Jurnal Ilmu Lingkungan,Diponegoro University,1829-8907,28,"marine and coastal ecosystems,waste management and recycling,heavy metal pollution remediation,agricultural and environmental management,water and land management",Marine and Coastal Ecosystems,true,0,https://openalex.org/S4210225813,830,true,true
Transactions of the Society of Motion Picture Engineers,Transactions of the Society of Motion Picture Engineers,0096-6460,15,"cinema and media studies,diverse scientific and economic studies,human auditory perception and evaluation,advanced vision and imaging,color science and applications",Cinema and Media Studies,false,0,https://openalex.org/S4210235109,830,false,false
Genomics & Informatics,Korea Genome Organization,1598-866X,42,"genomics and phylogenetic studies,bioinformatics and genomic networks,genetic associations and epidemiology,gene expression and cancer classification,rna modifications and cancer",Genomics and Phylogenetic Studies,true,0,https://openalex.org/S2764452186,829,true,true
IEE Proceedings D Control Theory and Applications,IEE Proceedings D Control Theory and Applications,0143-7054,60,"advanced control systems optimization,control systems and identification,stability and control of uncertain systems,fault detection and control systems,adaptive control of nonlinear systems",Advanced Control Systems Optimization,false,0,https://openalex.org/S4210178258,829,false,false
"日本建築学会研究報告. 中国・九州支部. 1, 構造系","日本建築学会研究報告. 中国・九州支部. 1, 構造系",,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,structural behavior of reinforced concrete,structural load-bearing analysis",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306550809,829,false,false
Zhongguo shenjing jingshen jibing zazhi,Zhongguo shenjing jingshen jibing zazhi,1002-0152,6,"neurological disease mechanisms and treatments,cerebrovascular and carotid artery diseases,advanced neuroimaging techniques and applications,advanced mri techniques and applications,14-3-3 protein interactions",Neurological Disease Mechanisms and Treatments,false,0,https://openalex.org/S2764400384,828,false,false
Transactions of the Association for Computational Linguistics,Association for Computational Linguistics,2307-387X,104,"topic modeling,natural language processing techniques,multimodal machine learning applications,text readability and simplification,speech and dialogue systems",Topic Modeling,true,0,https://openalex.org/S2729999759,827,true,true
International Journal of Retina and Vitreous,BioMed Central,2056-9920,44,"retinal diseases and treatments,retinal imaging and analysis,retinal and macular surgery,retinal and optic conditions,intraocular surgery and lenses",Retinal Diseases and Treatments,true,860,https://openalex.org/S4210178320,827,true,true
Healthcare Informatics Research,Healthcare Informatics Research,2093-3681,63,"electronic health records systems,mobile health and mhealth applications,biomedical text mining and ontologies,diverse approaches in healthcare and education studies,artificial intelligence in healthcare",Electronic Health Records Systems,true,300,https://openalex.org/S134918553,826,true,true
Modern Diagnosis and Treatment,Modern Diagnosis and Treatment,,3,"medical research and treatments,traditional chinese medicine studies,liver disease diagnosis and treatment,healthcare and venom research,cardiac imaging and diagnostics",Medical Research and Treatments,false,0,https://openalex.org/S2764373446,826,false,false
International Journal of Clinical Case Reports and Reviews,International Journal of Clinical Case Reports and Reviews,2690-4861,3,"sars-cov-2 and covid-19 research,covid-19 clinical research studies,adrenal and paraganglionic tumors,liver disease diagnosis and treatment,pituitary gland disorders and treatments",SARS-CoV-2 and COVID-19 Research,false,0,https://openalex.org/S4210197416,826,false,false
Tạp chí Y học lâm sàng Bệnh viện Trung Ương Huế,Tạp chí Y học lâm sàng Bệnh viện Trung Ương Huế,3030-4415,3,"research studies in vietnam,appendicitis diagnosis and management,anorectal disease treatments and outcomes,pelvic and acetabular injuries,cardiac, anesthesia and surgical outcomes",Research studies in Vietnam,false,0,https://openalex.org/S5407045228,826,false,false
China Forest Products Industry,China Forest Products Industry,,5,"wood treatment and properties,lignin and wood chemistry,bamboo properties and applications,material properties and processing,natural fiber reinforced composites",Wood Treatment and Properties,false,0,https://openalex.org/S2764715621,825,false,false
Health Care Current Reviews,OMICS Publishing Group,2375-4273,14,"health and well-being studies,healthcare systems and reforms,healthcare policy and management,primary care and health outcomes,global health care issues",Health and Well-being Studies,false,0,https://openalex.org/S4210189739,825,false,false
JTO Clinical and Research Reports,Elsevier BV,2666-3643,32,"lung cancer treatments and mutations,lung cancer research studies,lung cancer diagnosis and treatment,cancer immunotherapy and biomarkers,cancer genomics and diagnostics",Lung Cancer Treatments and Mutations,true,2000,https://openalex.org/S4210220242,824,true,true
放射線防護分科会会誌,放射線防護分科会会誌,,1,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,medical imaging techniques and applications,radiation dose and imaging",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306549459,824,false,false
日本放射線技術学会総会学術大会一般研究発表後抄録,日本放射線技術学会総会学術大会一般研究発表後抄録,,1,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,medical imaging techniques and applications,advanced mri techniques and applications",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306550906,824,false,false
木材工業 = Wood industry,木材工業 = Wood industry,,2,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,wood treatment and properties,forest biomass utilization and management",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306552237,824,false,false
介護支援専門員,介護支援専門員,,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,endometrial and cervical cancer treatments,human auditory perception and evaluation",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306543281,823,false,false
Internet Reference Services Quarterly,Taylor & Francis,1087-5301,29,"web and library services,library science and information literacy,library collection development and digital resources,library science and administration,wikis in education and collaboration",Web and Library Services,false,0,https://openalex.org/S191151357,821,false,false
Nonlinear Theory and Its Applications IEICE,Nonlinear Theory and Its Applications IEICE,2185-4106,20,"advanced memory and neural computing,neural networks and reservoir computing,nonlinear dynamics and pattern formation,neural networks and applications,neural dynamics and brain function",Advanced Memory and Neural Computing,true,0,https://openalex.org/S2764931419,821,true,true
Journal of Musculoskeletal Research,World Scientific,0218-9577,24,"spine and intervertebral disc pathology,musculoskeletal pain and rehabilitation,spinal fractures and fixation techniques,shoulder injury and treatment,orthopaedic implants and arthroplasty",Spine and Intervertebral Disc Pathology,false,0,https://openalex.org/S32023358,821,false,false
IEIE Transactions on Smart Processing and Computing,IEIE Transactions on Smart Processing and Computing,2287-5255,15,"advanced vision and imaging,video coding and compression technologies,video surveillance and tracking methods,advanced image processing techniques,image and signal denoising methods",Advanced Vision and Imaging,false,0,https://openalex.org/S2765077331,820,false,false
Formal Methods in System Design,Springer Science+Business Media,0925-9856,76,"formal methods in verification,logic, programming, and type systems,software testing and debugging techniques,embedded systems design techniques,software reliability and analysis research",Formal Methods in Verification,false,2690,https://openalex.org/S3845260,819,false,false
Автометрия,Автометрия,0320-7102,4,"material properties and applications,advanced computational techniques in science and engineering,advanced data processing techniques,industrial engineering and technologies,photonic and optical devices",Material Properties and Applications,false,0,https://openalex.org/S4210184876,819,false,false
现代养生,现代养生,,1,"legal and regulatory analysis,military technology and strategies,linguistic, cultural, and literary studies,medical research and treatments,educational reforms and innovations",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306554683,819,false,false
The Indian Journal of Chest Diseases and Allied Sciences,University of Delhi,0377-9343,24,"chronic obstructive pulmonary disease (copd) research,tracheal and airway disorders,interstitial lung diseases and idiopathic pulmonary fibrosis,pleural and pulmonary diseases,diverse scientific and economic studies",Chronic Obstructive Pulmonary Disease (COPD) Research,true,0,https://openalex.org/S2755924294,818,true,true
International Journal of Advances in Applied Sciences,Institute of Advanced Engineering and Science (IAES),2252-8814,19,"microgrid control and optimization,multilevel inverters and converters,smart grid energy management,iot-based smart home systems,optimal power flow distribution",Microgrid Control and Optimization,true,0,https://openalex.org/S2765040249,818,true,false
AIAA AVIATION 2020 FORUM,AIAA AVIATION 2020 FORUM,,23,"fluid dynamics and turbulent flows,computational fluid dynamics and aerodynamics,aerodynamics and acoustics in jet flows,air traffic management and optimization,aerodynamics and fluid dynamics research",Fluid Dynamics and Turbulent Flows,false,0,https://openalex.org/S4306501120,818,false,false
ANALES RANM,Real Academia Nacional de Medicina,0034-0634,7,"medicine and dermatology studies history,ethics and bioethics in healthcare,covid-19 clinical research studies,health and medical education,aging, health, and disability",Medicine and Dermatology Studies History,true,0,https://openalex.org/S2755472666,817,true,false
Jurnal Riset Akuakultur,Pusat Penelitian dan Pengembangan Perikanan,1907-6754,16,"aquatic life and conservation,food and agricultural sciences,marine and coastal ecosystems,aquaculture nutrition and growth,agriculture and agroindustry studies",Aquatic life and conservation,true,0,https://openalex.org/S4210239971,817,true,false
European Physical Journal A,Springer Nature,,25,"nuclear physics and applications,nuclear physics research studies,electron and x-ray spectroscopy techniques,nuclear reactor physics and engineering,medical imaging techniques and applications",Nuclear Physics and Applications,false,0,https://openalex.org/S153470445,816,false,false
Computational Complexity,Birkhäuser,1016-3328,60,"complexity and algorithms in graphs,cryptography and data security,computability, logic, ai algorithms,advanced graph theory research,machine learning and algorithms",Complexity and Algorithms in Graphs,false,2290,https://openalex.org/S193995496,816,false,false
Journal des Observateurs,Journal des Observateurs,,4,"history and developments in astronomy,astro and planetary science,historical astronomy and related studies,french urban and social studies,planetary science and exploration",History and Developments in Astronomy,false,0,https://openalex.org/S4306515225,816,false,false
Past Global Change Magazine,Past Global Change Magazine,2411-605X,17,"geology and paleoclimatology research,cryospheric studies and observations,pleistocene-era hominins and archaeology,methane hydrates and related phenomena,archaeology and ancient environmental studies",Geology and Paleoclimatology Research,true,0,https://openalex.org/S2764623342,815,true,false
Rinshō hōshasen,"KANEHARA & CO., LTD.",0009-9252,4,"medical imaging techniques and applications,medical imaging and pathology studies,lung cancer diagnosis and treatment,radiomics and machine learning in medical imaging,advanced radiotherapy techniques",Medical Imaging Techniques and Applications,false,0,https://openalex.org/S2764792256,815,false,false
Polish Journal of Radiology,Polish Medical Society of Radiology,1733-134X,35,"radiomics and machine learning in medical imaging,mri in cancer diagnosis,radiation dose and imaging,advanced x-ray and ct imaging,medical imaging techniques and applications",Radiomics and Machine Learning in Medical Imaging,true,0,https://openalex.org/S2764889706,815,true,false
Japanese journal of AMHTS,Japanese journal of AMHTS,0386-135X,2,"ecg monitoring and analysis,liver disease diagnosis and treatment,traditional chinese medicine studies,medical imaging and pathology studies,health and wellbeing research",ECG Monitoring and Analysis,true,0,https://openalex.org/S4210206762,815,true,false
Journal of Heze Medical College,Journal of Heze Medical College,,2,"medical research and treatments,traditional chinese medicine studies,neurological disease mechanisms and treatments,healthcare and venom research,spine and intervertebral disc pathology",Medical Research and Treatments,false,0,https://openalex.org/S2764494613,814,false,false
International journal of high school research,International journal of high school research,2642-1046,5,"computational drug discovery methods,covid-19 pandemic impacts,crispr and genetic engineering,rna interference and gene delivery,microplastics and plastic pollution",Computational Drug Discovery Methods,false,0,https://openalex.org/S4210181049,814,false,false
International Research Journal on Advanced Science Hub,International Research Journal on Advanced Science Hub,2582-4376,25,"iot-based smart home systems,smart agriculture and ai,iot and edge/fog computing,artificial intelligence in healthcare,iot and gps-based vehicle safety systems",IoT-based Smart Home Systems,true,0,https://openalex.org/S4210204865,813,true,false
教育理论与应用,教育理论与应用,2705-0653,8,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,educational reforms and innovations,medical research and treatments",Legal and Regulatory Analysis,true,0,https://openalex.org/S4210208926,813,true,false
Mathematical and Computer Modelling of Dynamical Systems,Taylor & Francis,1387-3954,42,"numerical methods for differential equations,model reduction and neural networks,advanced control systems optimization,modeling and simulation systems,control and stability of dynamical systems",Numerical methods for differential equations,true,1250,https://openalex.org/S86547361,813,true,true
Journal of Empirical Legal Studies,Wiley,1740-1453,58,"law, economics, and judicial systems,judicial and constitutional studies,legal and constitutional studies,medical malpractice and liability issues,corporate finance and governance","Law, Economics, and Judicial Systems",false,3040,https://openalex.org/S124682778,812,false,false
International Journal of Intelligent Systems Technologies and Applications,Inderscience Publishers,1740-8865,23,"neural networks and applications,advanced vision and imaging,robotic path planning algorithms,face and expression recognition,image retrieval and classification techniques",Neural Networks and Applications,false,0,https://openalex.org/S142907639,812,false,false
The R Journal,The R Journal,2073-4859,78,"data analysis with r,statistical methods and inference,statistical methods and bayesian inference,bayesian methods and mixture models,advanced statistical methods and models",Data Analysis with R,true,0,https://openalex.org/S2489169438,812,true,false
Justice System Journal,Taylor & Francis,0098-261X,29,"judicial and constitutional studies,law, economics, and judicial systems,legal and constitutional studies,legal education and practice innovations,legal systems and judicial processes",Judicial and Constitutional Studies,false,0,https://openalex.org/S36489579,812,false,false
Human capital leadership.,Human capital leadership.,2693-9452,4,"human resource and talent management,human resource development and performance evaluation,leadership and management in organizations,job satisfaction and organizational behavior,organizational learning and leadership",Human Resource and Talent Management,false,0,https://openalex.org/S4404663115,812,false,false
Energy Advances,Royal Society of Chemistry,2753-1457,35,"advancements in battery materials,advanced battery materials and technologies,electrocatalysts for energy conversion,advanced battery technologies research,supercapacitor materials and fabrication",Advancements in Battery Materials,true,0,https://openalex.org/S4210221295,811,true,true
eLucidate,University of Alberta Library,1742-5921,9,"web and library services,diverse scientific and economic studies,human auditory perception and evaluation,library collection development and digital resources,library science and information literacy",Web and Library Services,false,0,https://openalex.org/S4390297242,811,false,false
American Bar Foundation Research Journal,Cambridge University Press,0361-9486,29,"legal education and practice innovations,law, economics, and judicial systems,legal systems and judicial processes,judicial and constitutional studies,american constitutional law and politics",Legal Education and Practice Innovations,false,0,https://openalex.org/S104241220,810,false,false
North American Archaeologist,SAGE Publishing,0197-6931,27,"archaeology and ancient environmental studies,pleistocene-era hominins and archaeology,historical and cultural archaeology studies,archaeology and natural history,archaeology and rock art studies",Archaeology and ancient environmental studies,false,0,https://openalex.org/S26057373,810,false,false
CiiT international journal of digital image processing,Springer Nature,0974-9691,7,"image and signal denoising methods,image retrieval and classification techniques,advanced image fusion techniques,advanced steganography and watermarking techniques,medical image segmentation techniques",Image and Signal Denoising Methods,false,0,https://openalex.org/S2765065259,810,false,false
Van Medical Journal,Van Medical Journal,1300-2694,9,"cardiac, anesthesia and surgical outcomes,inflammatory biomarkers in disease prognosis,liver disease diagnosis and treatment,health and wellbeing research,anesthesia and pain management","Cardiac, Anesthesia and Surgical Outcomes",true,0,https://openalex.org/S4210173616,809,true,true
Chin J Med Ultrasound(Electronic Edition),Chin J Med Ultrasound(Electronic Edition),,4,"radiomics and machine learning in medical imaging,thyroid cancer diagnosis and treatment,ultrasound and hyperthermia applications,cardiac imaging and diagnostics,cardiovascular disease and adiposity",Radiomics and Machine Learning in Medical Imaging,false,0,https://openalex.org/S4306506117,809,false,false
North American Spine Society Journal (NASSJ),Elsevier BV,2666-5484,21,"spine and intervertebral disc pathology,spinal fractures and fixation techniques,cervical and thoracic myelopathy,scoliosis diagnosis and treatment,medical imaging and analysis",Spine and Intervertebral Disc Pathology,true,2100,https://openalex.org/S4210180920,808,true,true
Turkish Journal of Pathology,Federation of Turkish Pathology Societies,1018-5615,26,"sarcoma diagnosis and treatment,cancer and skin lesions,oral and maxillofacial pathology,tumors and oncological cases,cervical cancer and hpv research",Sarcoma Diagnosis and Treatment,true,0,https://openalex.org/S2738023707,806,true,true
Annual Review in Automatic Programming,Elsevier BV,0066-4138,19,"advanced control systems optimization,real-time systems scheduling,fault detection and control systems,embedded systems design techniques,ai-based problem solving and planning",Advanced Control Systems Optimization,false,0,https://openalex.org/S4210179892,806,false,false
"Advanced Photonics 2018 (BGPP, IPR, NP, NOMA, Sensors, Networks, SPPCom, SOF)","Advanced Photonics 2018 (BGPP, IPR, NP, NOMA, Sensors, Networks, SPPCom, SOF)",,9,"photonic and optical devices,advanced fiber laser technologies,advanced fiber optic sensors,optical network technologies,photonic crystal and fiber optics",Photonic and Optical Devices,false,0,https://openalex.org/S4306500759,806,false,false
International Journal of Interactive Multimedia and Artificial Intelligence,International University of La Rioja,1989-1660,49,"online learning and analytics,semantic web and ontologies,context-aware activity recognition systems,digital media and visual art,recommender systems and techniques",Online Learning and Analytics,true,0,https://openalex.org/S2738898797,805,true,true
Biomedical Engineering Letters,Springer Science+Business Media,2093-985X,56,"eeg and brain-computer interfaces,neuroscience and neural engineering,non-invasive vital sign monitoring,ecg monitoring and analysis,photoacoustic and ultrasonic imaging",EEG and Brain-Computer Interfaces,false,2890,https://openalex.org/S2764347112,805,false,false
INFORMACIONNYE TEHNOLOGII,INFORMACIONNYE TEHNOLOGII,1684-6400,7,"advanced data processing techniques,legal and regulatory analysis,military technology and strategies,linguistic, cultural, and literary studies,cybersecurity and information systems",Advanced Data Processing Techniques,false,0,https://openalex.org/S4210196013,805,false,false
Advances and Applications in Statistics,Advances and Applications in Statistics,0972-3617,12,"statistical distribution estimation and applications,advanced statistical methods and models,neural networks and applications,bayesian methods and mixture models,advanced algorithms and applications",Statistical Distribution Estimation and Applications,false,0,https://openalex.org/S2764702482,804,false,false
"Memoirs of the Faculty of Engineering, Osaka City University",Osaka City University,0078-6659,5,"advanced polymer synthesis and characterization,structural engineering and vibration analysis,structural load-bearing analysis,structural analysis and optimization,chemical synthesis and reactions",Advanced Polymer Synthesis and Characterization,false,0,https://openalex.org/S2764942121,804,false,false
Papers from the Institute of Archaeology,University of London,0965-9315,21,"archaeology and ancient environmental studies,archaeological research and protection,cultural heritage management and preservation,ancient mediterranean archaeology and history,historical and cultural archaeology studies",Archaeology and ancient environmental studies,true,0,https://openalex.org/S4210240400,804,true,true
Evolving Systems,Springer Science+Business Media,1868-6478,51,"neural networks and applications,metaheuristic optimization algorithms research,data stream mining techniques,fuzzy logic and control systems,anomaly detection techniques and applications",Neural Networks and Applications,false,2590,https://openalex.org/S202254422,803,false,false
文化と教育,文化と教育,,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,efl/esl teaching and learning,coronary interventions and diagnostics",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306549855,803,false,false
Informatics,Multidisciplinary Digital Publishing Institute,2227-9709,54,"topic modeling,artificial intelligence in healthcare and education,digital marketing and social media,data visualization and analytics,natural language processing techniques",Topic Modeling,true,1600,https://openalex.org/S2738238905,802,true,true
Vietnamese Journal of Radiology and Nuclear Medicine,Vietnamese Journal of Radiology and Nuclear Medicine,1859-4832,2,"research studies in vietnam,appendicitis diagnosis and management,medical imaging and analysis,anorectal disease treatments and outcomes,medical research and treatments",Research studies in Vietnam,true,0,https://openalex.org/S4210232482,802,true,false
INTECOMS Journal of Information Technology and Computer Science,INTECOMS Journal of Information Technology and Computer Science,2614-1574,14,"edcuational technology systems,multimedia learning systems,management and optimization techniques,decision support system applications,blockchain technology in education and learning",Edcuational Technology Systems,true,0,https://openalex.org/S4210237151,802,true,false
Physical Education Health and Social Sciences,Physical Education Health and Social Sciences,2958-5988,1,"politics and conflicts in afghanistan, pakistan, and middle east,health and well-being studies,teacher education and leadership studies,organizational and employee performance,technology-enhanced education studies","Politics and Conflicts in Afghanistan, Pakistan, and Middle East",true,0,https://openalex.org/S5407037785,802,true,false
Jurnal Ilmu Perpustakaan,Jurnal Ilmu Perpustakaan,3109-2535,12,"educational methods and media use,edcuational technology systems,blockchain technology in education and learning,decision support system applications,educational research and methods",Educational Methods and Media Use,false,0,https://openalex.org/S5407052956,802,false,false
Digital Creativity,Taylor & Francis,1462-6268,41,"innovative human-technology interaction,digital games and media,art, technology, and culture,design education and practice,music technology and sound studies",Innovative Human-Technology Interaction,false,0,https://openalex.org/S72842422,802,false,false
Le Radium,EDP Sciences,0370-3223,14,"social policies and family,social sciences and governance,french historical and cultural studies,graphite, nuclear technology, radiation studies,radioactive element chemistry and processing",Social Policies and Family,false,0,https://openalex.org/S151332810,801,false,false
Studies in Informatics and Control,Studies in Informatics and Control,1220-1766,35,"advanced control systems optimization,fault detection and control systems,adaptive control of nonlinear systems,scheduling and optimization algorithms,advanced manufacturing and logistics optimization",Advanced Control Systems Optimization,false,0,https://openalex.org/S187412440,801,false,false
Alexandria The Journal of National and International Library and Information Issues,SAGE Publishing,0955-7490,15,"library science and administration,library science and information systems,digital and traditional archives management,library collection development and digital resources,library science and information literacy",Library Science and Administration,false,0,https://openalex.org/S2764349462,801,false,false
Journal of Shandong Medical College,Journal of Shandong Medical College,,2,"medical research and treatments,traditional chinese medicine studies,neurological disease mechanisms and treatments,pharmacological effects of natural compounds,cancer, hypoxia, and metabolism",Medical Research and Treatments,false,0,https://openalex.org/S2764508937,801,false,false
Progress in Nuclear Science and Technology,Progress in Nuclear Science and Technology,2185-4823,28,"nuclear physics and applications,nuclear reactor physics and engineering,graphite, nuclear technology, radiation studies,radiation detection and scintillator technologies,nuclear and radioactivity studies",Nuclear Physics and Applications,true,0,https://openalex.org/S2765055978,801,true,false
Journal of Labelled Compounds,Wiley,0022-2135,20,"chemical reactions and isotopes,analytical chemistry and chromatography,chemical synthesis and analysis,radiopharmaceutical chemistry and applications,synthesis and biological evaluation",Chemical Reactions and Isotopes,false,0,https://openalex.org/S4210197536,801,false,false
日本放射線技術学会総会学術大会予稿集,日本放射線技術学会総会学術大会予稿集,,1,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,medical imaging techniques and applications,advanced mri techniques and applications",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306550907,800,false,false
知識ベ-スシステム研究会,知識ベ-スシステム研究会,,2,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,data mining algorithms and applications,educational robotics and engineering",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306555585,800,false,false
Quarterly Publications of the American Statistical Association,Taylor & Francis,1522-5445,35,"census and population estimation,statistics education and methodologies,advanced statistical methods and models,statistical methods and inference,insurance, mortality, demography, risk management",Census and Population Estimation,false,0,https://openalex.org/S62401924,800,false,false
Jiepouxue yanjiu,Jiepouxue yanjiu,1671-0770,2,"neurological disease mechanisms and treatments,traditional chinese medicine studies,cancer-related molecular mechanisms research,medicinal plant pharmacodynamics research,cancer, hypoxia, and metabolism",Neurological Disease Mechanisms and Treatments,false,0,https://openalex.org/S2764587064,799,false,false
电子竞技,电子竞技,,0,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,educational reforms and innovations,regional development and environment",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306555295,799,false,false
